id;name;H-index;University;;
4664;Mohammad J. Saberian;9; Netflix;;
4665;Manas Pathak;3; ;;
4666;Shantanu Rane;26; Palo Alto Research Center;;
4667;Yi Sun;4; Chinese University of Hong Kong;;
4668;Faustino J. Gomez; Not in Google Scholar; Not in Google Scholar;;
4669;Seunghak Lee;13; ;;
467;Heinz G. Schuster; Not in Google Scholar; Not in Google Scholar;;
4670;Aman Dhesi;3; ;;
4671;Purushottam Kar;12; Indian Institute of Technology Kanpur;;
4672;Yung-kyun Noh; Not in Google Scholar; Not in Google Scholar;;
4673;Byoung-tak Zhang; Not in Google Scholar; Not in Google Scholar;;
4674;Tobias Glasmachers;14; ;;
4675;Victor Lempitsky;36; Skolkovo Institute of Science and Technology;;
4676;Benjamin Miller;39; University of Rochester;;
4677;Nadya Bliss; Not in Google Scholar; Not in Google Scholar;;
4678;Hairong Liu; Not in Google Scholar; Not in Google Scholar;;
4679;Shuicheng Yan; Not in Google Scholar; Not in Google Scholar;;
468;Einar S?rheim; Not in Google Scholar; Not in Google Scholar;;
4680;Stuart Dreyfus; Not in Google Scholar; Not in Google Scholar;;
4681;Iain Melvin; Not in Google Scholar; Not in Google Scholar;;
4682;Gergely Neu;12; Universitat Pompeu Fabra;;
4683;Andras Antos; Not in Google Scholar; Not in Google Scholar;;
4684;Andr?s Gy?rgy; Not in Google Scholar; Not in Google Scholar;;
4685;Ryan Kelly;18; University of Bath;;
4686;Matthew Smith;24; University of Florida;;
4687;Robert Kass;49; Carnegie Mellon University;;
4688;Kanaka Rajan;9; Princeton University;;
4689;L Abbott; Not in Google Scholar; Not in Google Scholar;;
469;R. Janow; Not in Google Scholar; Not in Google Scholar;;
4690;Prasad Tadepalli;29; Oregon State University;;
4691;Peter Jones;35; University of Nottingham;;
4692;Siddharth Batra; Not in Google Scholar; Not in Google Scholar;;
4693;Jos? Pereira; Not in Google Scholar; Not in Google Scholar;;
4694;Morteza Ibrahimi;7; Stanford University;;
4695;Fabian Triefenbach; Not in Google Scholar; Not in Google Scholar;;
4696;Azarakhsh Jalalvand; Not in Google Scholar; Not in Google Scholar;;
4697;Jean-pierre Martens; Not in Google Scholar; Not in Google Scholar;;
4698;Morten M?rup; Not in Google Scholar; Not in Google Scholar;;
4699;Kristoffer Madsen;20; ;;
47;Alan F. Murray;55; University of California at Santa Barbara;;
4700;Anne-marie Dogonowski; Not in Google Scholar; Not in Google Scholar;;
4701;Hartwig Siebner; Not in Google Scholar; Not in Google Scholar;;
4702;Vicky Froyen;5; Rutgers University;;
4703;Manish Singh;3; Rutgers University, New Brunswick;;
4704;Georg Langs;25; Medical University of Vienna;;
4705;Yanmei Tie;11; ;;
4706;Laura Rigolo; Not in Google Scholar; Not in Google Scholar;;
4707;Alexandra Golby;37; ;;
4708;Diederik P. Kingma;11; ;;
4709;Gr?goire Montavon; Not in Google Scholar; Not in Google Scholar;;
471;Michael E. Hasselmo;76; ;;
4710;Alessandro Toigo; Not in Google Scholar; Not in Google Scholar;;
4711;Alessandro Bergamo;6; Dartmouth College;;
4712;Haefner Ralf; Not in Google Scholar; Not in Google Scholar;;
4713;Abhay Jha;6; ;;
4714;Alexandra Meliou;14; University of Massachusetts, Amherst;;
4715;Dan Suciu;75; University of Washington;;
4716;Aurel A. Lazar;48; Columbia University;;
4717;Yevgeniy Slutskiy; Not in Google Scholar; Not in Google Scholar;;
4718;Katsuhiko Ishiguro;14; ;;
4719;Barnab?s P?czos; Not in Google Scholar; Not in Google Scholar;;
472;Brooke P. Anderson;9; Scripps Research Institute;;
4720;Peter Welinder;13; ;;
4721;Steve Branson;14; Caltech;;
4722;James Sharpnack;7; UC Davis;;
4723;Adrien Wohrer; Not in Google Scholar; Not in Google Scholar;;
4724;Ranulfo Romo; Not in Google Scholar; Not in Google Scholar;;
4725;Nicole Kr?mer; Not in Google Scholar; Not in Google Scholar;;
4726;Zeeshan Syed; Not in Google Scholar; Not in Google Scholar;;
4727;John V. Guttag; Not in Google Scholar; Not in Google Scholar;;
4728;Moni Shahar; Not in Google Scholar; Not in Google Scholar;;
4729;Gael Varoquaux; Not in Google Scholar; Not in Google Scholar;;
473;Eytan Ruppin;60; ;;
4730;Alexandre Gramfort;26; INRIA;;
4731;Thomas Peel;3; ;;
4732;Sandrine Anthoine; Not in Google Scholar; Not in Google Scholar;;
4733;Andrew Wilson;14; Cornell University;;
4734;Javad Azimi;11; Microsoft;;
4735;Xiaoli Z. Fern;20; Oregon State University;;
4736;Luke Maurits;4; University of Auckland;;
4737;Dan Navarro;23; University of New South Wales;;
4738;Amy Perfors;19; University of Adelaide;;
4739;Jeffrey Johns; Not in Google Scholar; Not in Google Scholar;;
474;Yehezkel Yeshurun; Not in Google Scholar; Not in Google Scholar;;
4740;Christopher Painter-wakefield; Not in Google Scholar; Not in Google Scholar;;
4741;Rina Foygel; Not in Google Scholar; Not in Google Scholar;;
4742;Mathias Drton;24; University of Washington;;
4743;Adam White;10; Indiana University;;
4744;Jenna Wiens; Not in Google Scholar; Not in Google Scholar;;
4745;Guy Isely; Not in Google Scholar; Not in Google Scholar;;
4746;Christopher Hillar; Not in Google Scholar; Not in Google Scholar;;
4747;Fritz Sommer; Not in Google Scholar; Not in Google Scholar;;
4748;Shravan M. Narayanamurthy;10; Microsoft Corp, Redmond;;
4749;Mohsen Bayati;18; Stanford University;;
475;L?on Bottou; Not in Google Scholar; Not in Google Scholar;;
4750;Peggy Series; Not in Google Scholar; Not in Google Scholar;;
4751;David P. Reichert;6; Google;;
4752;Lauren Hannah; Not in Google Scholar; Not in Google Scholar;;
4753;Warren Powell;59; Princeton University;;
4754;Shiqian Ma;21; UC Davis;;
4755;Donald Goldfarb;47; Columbia University;;
4756;Nimar Arora; Not in Google Scholar; Not in Google Scholar;;
4757;Paul Kidwell; Not in Google Scholar; Not in Google Scholar;;
4758;David Loker; Not in Google Scholar; Not in Google Scholar;;
4759;Gowtham Bellala;10; ;;
476;Patrick Gallinari;35; ;;
4760;Suresh Bhavnani; Not in Google Scholar; Not in Google Scholar;;
4761;Satoru Iwata;23; University of Tokyo;;
4762;Justin Domke; Not in Google Scholar; Not in Google Scholar;;
4763;Thomas B?hler; Not in Google Scholar; Not in Google Scholar;;
4764;Kaushik Mitra;11; IIT Madras;;
4765;Sameer Sheorey;5; ;;
4766;Seth Myers;7; Stanford University;;
4767;Jure Leskovec;75; Stanford University;;
4768;Pranjal Awasthi; Not in Google Scholar; Not in Google Scholar;;
4769;Reza B. Zadeh;14; Stanford University;;
477;Thomas J. Anastasio; Not in Google Scholar; Not in Google Scholar;;
4770;Alper Ayvaci;10; ;;
4771;Michalis Raptis;11; ;;
4772;Arnd Konig; Not in Google Scholar; Not in Google Scholar;;
4773;Wenhao Gui; Not in Google Scholar; Not in Google Scholar;;
4774;Yuzong Liu;8; University of Washington;;
4775;Mohit Sharma; Not in Google Scholar; Not in Google Scholar;;
4776;Charles Gaona; Not in Google Scholar; Not in Google Scholar;;
4777;Jonathan Breshears; Not in Google Scholar; Not in Google Scholar;;
4778;Jarod Roland;11; Washington University in St. Louis;;
4779;Zachary Freudenburg; Not in Google Scholar; Not in Google Scholar;;
478;Michael L. Rossen; Not in Google Scholar; Not in Google Scholar;;
4780;Eric Leuthardt;47; Washington University;;
4781;Meihong Wang;5; University of Southern California;;
4782;Jacob D. Abernethy;20; University of Michigan;;
4783;Jason D. Lee;18; ;;
4784;Ali Jalali; Not in Google Scholar; Not in Google Scholar;;
4785;Chao Ruan; Not in Google Scholar; Not in Google Scholar;;
4786;Sohan Seth;15; University of Edinburgh;;
4787;Park Il; Not in Google Scholar; Not in Google Scholar;;
4788;Austin Brockmeier;7; University of Liverpool;;
4789;Mulugeta Semework;3; Columbia University;;
479;H. Taichi Wang; Not in Google Scholar; Not in Google Scholar;;
4790;John Choi; Not in Google Scholar; Not in Google Scholar;;
4791;Joseph Francis;16; University of Houston;;
4792;Dan Goodman; Not in Google Scholar; Not in Google Scholar;;
4793;Romain Brette;26; ;;
4794;Ning Chen;11; Tsinghua University;;
4795;Stephen Bach;10; Stanford University;;
4796;Mark Maloof; Not in Google Scholar; Not in Google Scholar;;
4797;Deep Ganguli;3; NYU;;
4798;Achintya Kundu;4; Indian Institute of Science, Bangalore;;
4799;Vikram Tankasali;2; Facebook;;
48;Anthony V. W. Smith;22; Yale University;;
480;Bimal Mathur; Not in Google Scholar; Not in Google Scholar;;
4800;Jose Puertas; Not in Google Scholar; Not in Google Scholar;;
4801;Joerg Bornschein; Not in Google Scholar; Not in Google Scholar;;
4802;Joerg Luecke; Not in Google Scholar; Not in Google Scholar;;
4803;Koray Kavukcuoglu; Not in Google Scholar; Not in Google Scholar;;
4804;Pierre Sermanet;15; Google;;
4805;Karol Gregor; Not in Google Scholar; Not in Google Scholar;;
4806;Michael Mathieu;11; New York University;;
4807;David Weiss;28; Penn State;;
4808;Benjamin Sapp;14; Google;;
4809;Jiquan Ngiam; Not in Google Scholar; Not in Google Scholar;;
481;Ronald Sverdlove;5; ;;
4810;Zhenghao Chen;1; ;;
4811;Daniel Chia; Not in Google Scholar; Not in Google Scholar;;
4812;Pang W. Koh; Not in Google Scholar; Not in Google Scholar;;
4813;Jean Morales; Not in Google Scholar; Not in Google Scholar;;
4814;Volodymyr Mnih;19; ;;
4815;Nadia Payet;8; ;;
4816;Shengbo Guo;10; ;;
4817;Scott Sanner;24; University of Toronto;;
4818;Amin Sayedi;10; ;;
4819;Morteza Zadimoghaddam; Not in Google Scholar; Not in Google Scholar;;
482;Ido Kanter; Not in Google Scholar; Not in Google Scholar;;
4820;George Williams;26; University of New South Wales;;
4821;Ian Spiro; Not in Google Scholar; Not in Google Scholar;;
4822;Ankan Saha;8; Linkedin;;
4823;Jinzhu Jia;9; Peking University;;
4824;Byung-gon Chun; Not in Google Scholar; Not in Google Scholar;;
4825;Petros Maniatis;36; ;;
4826;Mayur Naik;24; University of Pennsylvania;;
4827;Jonathan Sorg; Not in Google Scholar; Not in Google Scholar;;
4828;Richard L. Lewis;37; University of Michigan;;
4829;Leonidas Lefakis;3; Idiap;;
483;Joseph E. Collard; Not in Google Scholar; Not in Google Scholar;;
4830;Qian Xu;12; Elon University;;
4831;Dahua Lin;23; Chinese University of Hong Kong;;
4832;Eric Wang;10; ;;
4833;Dehong Liu;14; Mitsubishi Electric Research Laboratories;;
4834;Ziv Bar-joseph; Not in Google Scholar; Not in Google Scholar;;
4835;Hai-son P. Le; Not in Google Scholar; Not in Google Scholar;;
4836;Ryan G. Gomes;5; Not in Google Scholar;;
4837;Nicholas Fisher;27; Michigan State University;;
4838;Kevin Bleakley; Not in Google Scholar; Not in Google Scholar;;
4839;Tian Lan;8; ;;
484;Masazumi Katayama; Not in Google Scholar; Not in Google Scholar;;
4840;Weilong Yang;10; ;;
4841;Abdeslam Boularias;11; Carnegie Mellon University;;
4842;Nicholas Bartlett;4; Harvard University;;
4843;Arvind Agarwal;45; Florida International University;;
4844;Samuel Gerber;10; ;;
4845;Akshat Kumar;14; ;;
4846;Sarah Filippi;11; University of Oxford;;
4847;Olivier Cappe; Not in Google Scholar; Not in Google Scholar;;
4848;Aur?lien Garivier; Not in Google Scholar; Not in Google Scholar;;
4849;George Dahl;17; ;;
485;Todd K. Leen; Not in Google Scholar; Not in Google Scholar;;
4850;Abdel-rahman Mohamed;20; ;;
4851;Sashank J. Reddi;10; ;;
4852;Sundar Vishwanathan; Not in Google Scholar; Not in Google Scholar;;
4853;Albert X. Jiang;19; Trinity University;;
4854;Kevin Leyton-brown; Not in Google Scholar; Not in Google Scholar;;
4855;Ken Takiyama; Not in Google Scholar; Not in Google Scholar;;
4856;Oliver Stegle;34; EMBL-EBI;;
4857;Kun Zhang;17; Carnegie Mellon University;;
4858;Alessandro Chiuso;28; University of Padova;;
4859;Gianluigi Pillonetto;25; University of Padova;;
486;Bruce E. Rosen;3; ;;
4860;Ni Lao;14; Google Inc;;
4861;Liu Xinwang; Not in Google Scholar; Not in Google Scholar;;
4862;Yandong Liu;13; ;;
4863;Sheng-jun Huang; Not in Google Scholar; Not in Google Scholar;;
4864;Serhat Bucak;10; Apple Inc;;
4865;Amir-massoud Farahmand;12; Mitsubishi Electric Research Laboratories;;
4866;Oliver B. Kroemer;20; ;;
4867;Christoph H. Lampert;31; IST Austria;;
4868;Morteza Alamgir;6; ;;
4869;Chi W. Wong; Not in Google Scholar; Not in Google Scholar;;
487;James M. Goodwin; Not in Google Scholar; Not in Google Scholar;;
4870;Jose C. Pereira; Not in Google Scholar; Not in Google Scholar;;
4871;Tom Liu; Not in Google Scholar; Not in Google Scholar;;
4872;Denis D. Maua; Not in Google Scholar; Not in Google Scholar;;
4873;Cassio Campos;22; Queen's University Belfast;;
4874;Andreas Geiger;24; ;;
4875;Christian Wojek;17; Carl Zeiss;;
4876;Wouter M. Koolen;10; Centrum Wiskunde &  Informatica;;
4877;Weiran Wang;10; Toyota Technological Institute at Chicago;;
4878;Paramveer Dhillon;11; ;;
4879;Dean P. Foster;44; Amazon;;
488;Andreas S. Weigend;0; ;;
4880;Nico Goernitz;9; Berlin Institute of Technology;;
4881;Georg Zeller;27; EMBL;;
4882;Andre Kahles;11; ETH Zurich;;
4883;Qian Sun;24; University of Western Ontario;;
4884;Rita Chattopadhyay; Not in Google Scholar; Not in Google Scholar;;
4885;Sethuraman Panchanathan;40; Arizona State University;;
4886;Mohammad S. Sorower;6; ;;
4887;Janardhan R. Doppa;14; Washington State University;;
4888;Walker Orr; Not in Google Scholar; Not in Google Scholar;;
4889;Dan Garber;9; Technion - Israel Institute of Technology;;
489;David E. Rumelhart; Not in Google Scholar; Not in Google Scholar;;
4890;Gautam Kunapuli;9; ;;
4891;Richard Maclin;20; University of Minnesota Duluth;;
4892;Taiji Suzuki;31; Tokyo Institute of Technology;;
4893;Dong Dai;5; Texas Tech University;;
4894;Eric H. Huang;5; Stanford University;;
4895;Jeffrey Pennin; Not in Google Scholar; Not in Google Scholar;;
4896;Matthias S. Keil;5; Fraunhofer Institute for Computer Graphics Research IGD;;
4897;Jasmina Bogojeska; Not in Google Scholar; Not in Google Scholar;;
4898;Animashree Anandkumar; Not in Google Scholar; Not in Google Scholar;;
4899;Shilin Ding; Not in Google Scholar; Not in Google Scholar;;
49;Zoe F. Butler; Not in Google Scholar; Not in Google Scholar;;
490;Y. C. Pati; Not in Google Scholar; Not in Google Scholar;;
4900;Hsiu-Chin Lin;4; University of Edinburgh;;
4901;Vickie Baracos; Not in Google Scholar; Not in Google Scholar;;
4902;Chun-Nam Yu;11; ;;
4903;Charles Blundell; Not in Google Scholar; Not in Google Scholar;;
4904;Lloyd Elliott;5; ;;
4905;Jia Deng;19; University of Michigan;;
4906;Sanjeev Satheesh;8; Stanford University;;
4907;Fei Li;4; Nanjing Tech University;;
4908;Yonatan Wexler;17; ;;
4909;Yasuhiro Tsubo; Not in Google Scholar; Not in Google Scholar;;
491;P. S. Krishnaprasad;43; ;;
4910;Petr Lansky; Not in Google Scholar; Not in Google Scholar;;
4911;Wieland Brendel;6; ;;
4912;Mona Eberts; Not in Google Scholar; Not in Google Scholar;;
4913;Sivaraman Balakrishnan;15; Carnegie Mellon University;;
4914;Alessandro Rinaldo; Not in Google Scholar; Not in Google Scholar;;
4915;Omar Z. Khan; Not in Google Scholar; Not in Google Scholar;;
4916;John-mark M. Agosta; Not in Google Scholar; Not in Google Scholar;;
4917;David K. Duvenaud;14; University of Toronto;;
4918;Yi-kai Liu; Not in Google Scholar; Not in Google Scholar;;
4919;Loc X. Bui;10; ;;
492;William E. Faller;10; Netherlands Cancer Institute;;
4920;Ramesh Johari;33; Stanford University;;
4921;Vincent Delaitre;5; Ecole Normale Supérieure, Paris;;
4922;Ivan Laptev;40; INRIA;;
4923;Alexandra Carpentier;10; Universitaet Potsdam;;
4924;Hema S. Koppula;15; ;;
4925;Abhishek Anand;7; Cornell University;;
4926;Adrian Ion;15; Vienna University of Technology;;
4927;Joao Carreira; Not in Google Scholar; Not in Google Scholar;;
4928;Nitesh Shroff;8; ;;
4929;Pavan Turaga;23; Arizona State University;;
493;Marvin W. Luttges; Not in Google Scholar; Not in Google Scholar;;
4930;David S. Choi;0; University of Texas at Austin;;
4931;Martin Slawski; Not in Google Scholar; Not in Google Scholar;;
4932;Dan Roy; Not in Google Scholar; Not in Google Scholar;;
4933;Carl Vondrick;12; ;;
4934;Luca Oneto;16; University of Genoa;;
4935;Davide Anguita;25; University of Genova;;
4936;Alessandro Ghio;2; ESSEC Business School;;
4937;Sandro Ridella;27; University of Genoa;;
4938;Yong Zhang;37; UNC-Charlotte;;
4939;Zhaosong Lu; Not in Google Scholar; Not in Google Scholar;;
494;Rodolfo A. Milito; Not in Google Scholar; Not in Google Scholar;;
4940;Yibiao Zhao;13; ;;
4941;Song-chun Zhu; Not in Google Scholar; Not in Google Scholar;;
4942;Michael L. Wick; Not in Google Scholar; Not in Google Scholar;;
4943;Scott Niekum;9; University of Texas at Austin;;
4944;Thomas J. Walsh;20; MIT;;
4945;Daniel K. Hewlett;7; Google;;
4946;Clayton T. Morrison;13; University of Arizona;;
4947;Daniel Hern?ndez-lobato; Not in Google Scholar; Not in Google Scholar;;
4948;Jose M. Hern?ndez-lobato; Not in Google Scholar; Not in Google Scholar;;
4949;Pierre Dupont;40; ;;
4950;Dylan A. Simon; Not in Google Scholar; Not in Google Scholar;;
4951;Ehsan Elhamifar;14; Northeastern University;;
4952;Elodie Vernet; Not in Google Scholar; Not in Google Scholar;;
4953;Mark D. Reid;12; Australian National University;;
4954;K Briggman; Not in Google Scholar; Not in Google Scholar;;
4955;Sung Ju Hwang;11; UNIST;;
4956;Mohammad G. Azar;8; Google;;
4957;Takashi Washio; Not in Google Scholar; Not in Google Scholar;;
4958;Sebastian A. Kurtek;13; Ohio State University;;
4959;Anuj Srivastava;45; Florida State University;;
496;Herbert L. Roitblat; Not in Google Scholar; Not in Google Scholar;;
4960;Wei Wu;43; University of Southern California;;
4961;Makoto Yamada;15; ;;
4962;Hirotaka Hachiya; Not in Google Scholar; Not in Google Scholar;;
4963;Yingjian Wang;5; SAS Institute;;
4964;Martin Kiefel;7; ;;
4965;Lumin Zhang;13; Simon Fraser University;;
4966;Biljana Petreska; Not in Google Scholar; Not in Google Scholar;;
4967;Dae I. Kim; Not in Google Scholar; Korea Advanced Institute of Science and Technology;;
4968;Miles Lopes; Not in Google Scholar; Not in Google Scholar;;
4969;Simon Setzer;15; Saarland University;;
497;Patrick W. B. Moore; Not in Google Scholar; Not in Google Scholar;;
4970;Tingting Zhao;9; Florida State University;;
