id,h-index Microsoft
2187,42
2188,4
2189,55
219,6
2190,23
2191,31
2192,29
2193,23
2194,0
2195,27
2196,9
2197,0
2198,49
2199,25
22,8
220,84
2200,89
2201,59
2202,38
2203,18
2204,39
2205,34
2206,50
2207,51
2208,11
2209,19
221,34
2210,7
2211,10
2212,46
2213,35
2214,42
2215,34
2216,60
2217,17
2218,36
2219,12
222,16
2220,31
2221,13
2222,20
2223,59
2224,Not in Microsoft Academic
2225,Not in Microsoft Academic
2226,5
2227,11
2228,Not in Microsoft Academic
2229,53
2230,83
2231,69
2232,13
2233,62
2234,32
2235,19
2236,20
2237,60
2238,56
2239,24
224,1
2240,31
2241,36
2242,13
2243,0
2244,21
2245,114
2246,80
2247,4
2248,145
2249,8
225,18
2250,15
2251,24
2252,17
2253,35
2254,13
2255,93
2256,Not in Microsoft Academic
2257,24
2258,56
2259,20
226,9
2260,19
2261,21
2262,32
2263,129
2264,14
2265,2
2266,16
2267,130
2268,186
2269,0
227,3
2270,18
2271,20
2272,40
2273,41
2274,9
2275,111
2276,68
2277,0
2278,9
2279,18
228,0
2280,20
2281,21
2282,20
2283,2
2284,7
2285,3
2286,20
2287,12
2288,6
2289,42
229,43
2290,48
2291,14
2292,15
2293,24
2294,88
2295,55
2296,16
2297,22
2298,15
2299,27
23,41
230,64
2300,57
2301,39
2302,12
2303,45
2304,35
2305,0
2306,13
2307,35
2308,36
2309,10
231,30
2310,20
2311,15
2312,54
2313,14
2314,3
2315,35
2316,29
2317,18
2318,42
2319,46
232,16
2320,19
2321,59
2322,20
2324,69
2325,19
2326,29
2327,51
2328,51
2329,52
233,2
2330,50
2331,0
2332,24
2333,20
2334,0
2335,71
2336,61
2337,75
2338,36
2339,1
234,30
2340,50
2341,52
2342,43
2343,15
2344,51
2345,17
2346,0
2347,57
2348,40
2349,28
235,2
2350,13
2351,133
2352,76
2353,159
2354,16
2355,6
2356,68
2357,51
2358,63
2359,38
236,10
2360,18
2361,10
2362,0
2363,16
2364,40
2365,12
2366,23
2367,38
2368,42
2369,1
237,3
2370,16
2371,13
2372,16
2373,7
2374,1
2375,79
2376,12
2377,33
2378,24
2379,1
238,57
2380,12
2381,23
2382,20
2383,65
2384,44
2385,30
2386,7
2387,18
2388,10
2389,6
239,9
2390,22
2391,38
2392,7
2393,7
2394,6
2395,24
2396,88
2397,8
2398,36
2399,5
24,50
240,17
2400,65
2401,34
2402,36
2403,0
2404,43
2405,23
2406,27
2407,13
2408,15
2409,8
241,13
2410,38
2411,0
2412,26
2413,8
2414,1
2415,5
2416,60
2417,15
2418,26
2419,0
242,8
2420,11
2422,11
2423,10
2424,14
2425,17
2426,12
2427,63
2428,13
2429,0
243,13
2430,29
2431,22
2432,23
2433,27
2434,33
2435,78
2436,8
2437,23
2438,58
2439,9
244,7
2440,8
2441,5
2442,15
2443,7
2444,15
2445,14
2446,12
2447,13
2448,7
2449,57
245,3
2450,18
2451,Not in Microsoft Academic
2452,11
2453,15
2454,60
2455,14
2456,76
2457,91
2458,63
2459,22
246,25
2460,28
2461,45
2462,68
2463,4
2464,13
2465,21
2466,40
2467,22
2468,35
2469,17
247,39
2470,84
2471,20
2472,23
2473,45
2474,16
2475,11
2476,41
2477,20
2478,64
2479,16
248,61
2480,5
2481,23
2482,29
2483,18
2484,23
2485,21
2486,16
2487,19
2488,33
2489,16
249,12
2490,31
2491,11
2492,31
2493,7
2494,67
2495,5
2496,150
2497,1
2498,17
2499,19
25,27
250,13
2500,18
2501,11
2502,1
2503,14
2504,50
2505,13
2506,22
2507,23
2508,12
2509,9
251,70
2510,5
2511,15
2512,27
2513,29
2514,57
2515,38
2516,58
2517,9
2518,24
2519,19
252,23
2520,154
2521,19
2522,26
2523,9
2524,52
2525,27
2526,18
2527,8
2528,6
2529,62
253,126
2530,62
2531,5
2532,4
2533,31
2534,13
2535,34
2536,26
2537,44
2538,9
2539,41
254,10
2540,74
2541,35
2542,14
2543,41
2544,9
2545,38
2546,2
2547,6
2548,28
2549,26
255,8
2550,7
2551,86
2552,11
2553,55
2554,35
2555,20
2556,1
2557,18
2558,25
2559,56
256,8
2560,8
2561,34
2562,3
2563,41
2564,19
2565,25
2566,58
2567,25
2568,0
2569,3
257,8
2570,18
2571,15
2572,42
2573,34
2574,10
2575,14
2576,8
2577,61
2578,6
2579,52
258,2
2580,8
2581,114
2582,29
2583,1
2584,24
2585,52
2586,21
2587,20
2588,7
2589,18
259,48
2590,46
2591,35
2592,52
2593,59
2594,1
2595,11
2596,10
2597,38
2598,11
2599,12
26,107
260,11
2600,4
2601,4
2602,39
2603,41
2604,38
2605,7
2606,14
2607,25
2608,16
2609,6
261,27
2610,12
2611,6
2612,16
2613,0
2614,13
2615,9
2616,41
2617,67
2618,14
2619,22
262,4
2620,0
2621,5
2622,45
2623,9
2624,0
2625,41
2626,1
2627,20
2628,13
2629,32
263,6
2630,43
2631,94
2632,1
2633,26
2634,18
2635,19
2636,28
2637,10
2638,6
2639,40
264,56
2640,34
2641,97
2642,13
2643,36
2644,37
2645,11
2646,22
2647,17
2648,7
2649,4
265,40
2650,35
2651,15
2652,26
2653,35
2654,3
2655,14
2656,55
2657,12
2658,Not in Microsoft Academic
2659,92
2660,25
2661,17
2662,25
2663,90
2664,34
2665,0
2666,89
2667,7
2668,16
2669,23
267,7
2670,29
2671,81
2672,12
2673,50
2674,9
2675,18
2676,23
2677,25
2678,19
2679,32
268,20
2680,16
2681,93
2682,19
2683,33
2684,5
2685,5
2686,42
2687,5
269,1
2690,17
2691,5
2692,18
2693,27
2694,32
2695,9
2696,9
2697,28
2698,33
2699,24
27,20
270,56
2700,85
2701,25
2702,8
2703,47
2704,46
2705,22
2706,25
2707,9
2708,10
2709,31
271,18
2710,12
2711,36
2712,14
2713,50
2714,15
2715,17
2716,8
2717,6
2718,14
2719,12
272,11
2720,28
2721,5
2722,22
2723,54
2724,17
2725,21
2726,30
2727,2
2728,11
2729,24
273,7
2730,58
2731,44
2732,33
2733,11
2734,0
2735,0
2736,23
2737,42
2738,17
2739,14
274,21
2740,21
2741,22
2742,12
2743,12
2744,40
2745,0
2746,51
2747,45
2748,76
2749,16
275,2
2750,1
2751,81
2752,1
2753,27
2754,48
2755,13
2756,14
2757,14
2758,27
2759,51
276,6
2760,14
2761,40
2762,24
2763,0
2764,20
2765,7
2766,92
2767,10
2768,19
2769,19
277,2
2770,28
2771,49
2772,18
2773,55
2774,65
2775,46
2776,19
2777,9
2778,10
2779,8
278,9
2780,48
2781,20
2782,35
2783,10
2784,50
2785,23
2786,86
2787,14
2788,38
2789,82
279,14
2790,31
2791,1
2792,107
2793,15
2794,44
2795,Not in Microsoft Academic
2796,42
2797,16
2798,15
2799,30
28,7
280,16
2800,58
2801,6
2802,23
2803,132
2804,19
2805,5
2806,18
2807,0
2808,Not in Microsoft Academic
2809,20
281,30
2810,5
2811,32
2812,15
2813,19
2814,15
2815,25
2816,44
2817,13
2818,34
2819,60
282,96
2820,25
2821,39
2822,21
2823,6
2824,22
2825,58
2826,27
2827,68
2828,10
2829,6
283,15
2830,19
2831,24
2832,0
2833,9
2834,14
2835,22
2836,38
2837,7
2838,13
2839,14
284,25
2840,49
2841,16
2842,40
2843,6
2844,0
2845,8
2846,9
2847,82
2848,63
2849,27
285,16
2850,26
2851,42
2852,55
2853,27
2854,20
2855,19
2856,11
2857,4
2858,151
2859,14
286,12
2860,17
2861,2
2862,15
2863,28
2864,30
2865,17
2866,75
2867,32
2868,2
2869,19
287,18
2870,17
2871,22
2872,1
2873,15
2874,10
2875,Not in Microsoft Academic
2876,37
2877,61
2878,52
2879,25
288,9
2880,0
2881,24
2882,16
2883,36
2884,6
2885,38
2886,44
2887,7
2888,14
2889,3
289,4
2890,6
2891,10
2892,6
2893,40
2894,42
2895,9
2896,11
2897,52
2898,135
2899,48
29,3
290,45
2900,21
2901,48
2902,36
2903,20
2904,12
2905,11
2906,19
2907,41
2908,18
2909,42
291,29
2910,6
2911,20
2912,14
2913,10
2914,0
2915,29
2916,16
2917,12
2918,6
2919,18
292,17
2920,34
2921,21
2922,5
2923,33
2924,101
2925,23
2926,56
2927,73
2928,40
2929,21
293,28
2930,36
2931,78
2932,11
2933,36
2934,11
2935,5
2936,8
2937,10
2938,12
2939,15
294,5
2940,38
2941,64
2942,24
2943,8
2944,32
2945,11
2946,60
2947,41
2948,11
2949,53
295,6
2950,12
2951,0
2952,25
2953,11
2954,16
2955,34
2956,56
2957,1
2958,31
2959,43
296,138
2960,102
2961,37
2962,52
2963,2
2964,21
2965,74
2966,34
2967,20
2968,1
2969,9
297,20
2970,24
2971,42
2972,40
2973,8
2974,0
2975,47
2976,74
2977,17
2978,40
2979,2
298,25
2980,38
2981,14
2982,19
2983,7
2984,8
2985,1
2986,16
2987,2
2988,66
2989,64
299,6
2990,49
2991,28
2992,12
2993,20
2994,7
2995,53
2996,6
2997,23
2998,20
2999,Not in Microsoft Academic
3,45
30,18
300,3
3000,12
3001,51
3002,31
3003,12
3004,0
3005,0
3006,13
3007,14
3008,0
3009,22
301,9
3010,65
3011,20
3012,13
3013,0
3014,14
3015,0
3016,18
3017,22
3018,2
3019,0
302,48
3020,26
3021,23
3022,19
3023,26
3024,11
3025,4
3026,8
3027,10
3028,31
3029,24
303,39
3030,20
3031,48
3032,19
3033,10
3034,21
3035,8
3036,6
3037,9
3038,27
3039,20
304,2
3040,8
3041,2
3042,79
3043,17
3044,9
3045,37
3046,9
3047,47
3048,10
3049,7
305,51
3050,43
3051,23
3052,16
3053,4
3054,32
3055,45
3056,11
3057,5
3058,45
3059,2
306,30
3060,3
3061,24
3062,41
3063,43
3064,20
3065,31
3066,24
3067,9
3068,50
3069,21
307,1
3070,9
3071,39
3072,13
3073,32
3074,17
3075,9
3076,71
3077,92
3078,38
3079,9
308,22
3080,38
3081,3
3082,18
3083,3
3084,4
3085,45
3086,73
3087,12
3088,32
3089,0
309,62
3090,6
3091,22
3092,13
3093,94
3094,20
3095,8
3096,25
3097,33
3098,34
3099,15
31,59
310,5
3100,0
3101,18
3102,18
3103,13
3104,28
3105,161
3106,54
3107,103
3108,30
3109,15
3110,51
3111,5
3112,7
3113,14
3114,43
3115,77
3116,47
3117,14
3118,1
3119,0
3120,21
3121,14
3122,21
3123,31
3124,21
3125,44
3126,83
3127,11
3128,2
3129,9
313,43
3130,19
3131,20
3132,13
3133,18
3134,16
3135,1
3136,46
3137,37
3138,26
3139,17
314,13
3140,17
3141,12
3142,9
3143,20
3144,50
3145,12
3146,3
3147,91
3148,16
3149,40
315,38
3150,13
3151,25
3152,0
3153,25
3154,42
3155,30
3156,29
3157,9
3158,0
3159,30
316,27
3160,4
3161,31
3162,71
3163,5
3164,14
3165,47
3166,26
3167,143
3168,30
3169,131
317,39
3170,38
3171,15
3172,18
3173,0
3174,16
3175,14
3176,39
3177,39
3178,55
3179,70
318,15
3180,Not in Microsoft Academic
3181,3
3182,0
3183,6
3184,22
3185,10
3186,14
3187,32
3188,5
3189,10
319,43
3190,2
3191,27
3192,9
3193,22
3194,8
3195,15
3196,44
3197,28
3198,0
3199,5
32,1
320,12
3200,7
3201,18
3202,16
3203,54
3204,79
3205,9
3206,49
3207,6
3208,41
3209,38
321,2
3210,38
3211,22
3212,61
3213,25
3214,14
3215,25
3216,31
3217,88
3218,69
3219,41
322,32
3220,32
3221,39
3222,4
3223,0
3224,20
3225,72
3226,33
3227,20
3228,8
3229,9
323,86
3230,0
3231,47
3232,2
3233,14
3234,31
3235,7
3236,69
3237,8
3238,9
3239,29
324,53
3240,35
3241,26
3242,30
3243,14
3244,49
3245,48
3246,16
3247,34
3248,69
3249,29
325,58
3250,10
3251,22
3252,53
3253,24
3254,11
3255,20
3256,14
3257,32
3258,0
3259,0
326,56
3260,9
3261,50
3262,7
3263,8
3264,13
3265,10
3266,14
3267,4
3268,12
3269,7
327,28
3270,13
3271,22
3272,1
3273,44
3274,5
3275,10
3276,8
3277,19
3278,0
3279,0
328,8
3280,43
3281,19
3282,38
3283,64
3284,36
3285,16
3286,12
3287,21
3288,29
3289,0
329,28
3290,18
3291,35
3292,33
3293,18
3294,108
3295,46
3296,1
3297,0
3298,14
3299,17
33,29
330,113
3300,4
3301,18
3302,13
3303,4
3304,30
3305,0
3306,9
3307,11
3308,28
3309,19
331,41
3310,9
3311,2
3312,6
3313,7
3314,46
3315,53
3316,53
3317,24
3318,17
3319,4
332,44
3320,40
3321,43
3322,43
3323,33
3324,2
3325,36
3326,7
3327,4
3328,6
3329,10
333,6
3330,2
3331,20
3332,31
3333,31
3334,20
3335,55
3336,11
3337,16
3338,34
3339,11
334,36
3340,14
3341,75
3342,6
3343,33
3344,3
3345,29
3346,6
3347,21
3348,15
3349,39
335,5
3350,71
3351,14
3352,17
3353,7
3354,13
3355,28
3356,9
3357,33
3358,7
3359,11
336,33
3360,24
3361,28
3362,39
3363,40
3364,48
3365,15
3366,21
3367,6
3368,9
3369,0
337,12
3370,9
3371,9
3372,9
3373,38
3374,35
3375,8
3376,36
3377,19
3378,32
3379,31
338,27
3380,74
3381,23
3382,10
3383,9
3384,5
3385,20
3386,13
3387,45
3388,51
3389,8
339,2
3390,27
3391,7
3392,0
3393,39
3394,28
3395,19
3396,15
3397,16
3398,4
3399,12
34,1
340,15
3400,50
3401,8
3402,8
3403,18
3404,7
3405,8
3406,95
3407,16
3408,39
3409,32
341,19
3410,14
3411,51
3412,60
3413,10
3414,40
3415,33
3416,18
3417,30
3418,29
3419,13
342,25
3420,18
3421,0
3422,15
3423,0
3424,14
3425,11
3426,22
3427,5
3428,24
3429,83
343,58
3430,6
3431,0
3432,4
3433,103
3434,2
3435,118
3436,12
3437,11
3438,10
3439,11
344,17
3440,11
3441,3
3442,11
3443,4
3444,11
3445,64
3446,29
3447,10
3448,20
3449,93
345,10
3450,13
3451,20
3452,14
3453,24
3454,12
3455,41
3456,8
3457,20
3458,34
3459,94
346,13
3460,17
3461,9
3462,5
3463,54
3464,3
3465,27
3466,29
3467,17
3468,0
3469,17
347,138
3470,21
3471,39
3472,20
3473,11
3474,9
3475,5
3476,2
3477,8
3478,25
3479,34
348,6
3480,26
3481,26
3482,8
3483,7
3484,0
3485,4
3486,2
3487,17
3488,17
3489,15
349,1
3490,23
3491,18
3492,26
3493,60
3494,18
3495,19
3496,22
3497,14
3498,26
3499,0
35,2
350,48
3500,64
3501,53
3502,52
3503,34
3504,0
3505,16
3506,28
3507,50
3508,11
3509,32
351,13
3510,18
3511,15
3512,12
3513,6
3514,29
3515,5
3516,10
3517,11
3518,1
3519,19
352,0
3520,1
3521,10
3522,10
3523,19
3524,36
3525,6
3526,43
3527,44
3528,162
3529,12
353,10
3530,41
3531,23
3532,3
3533,125
3534,15
3535,23
3536,9
3537,36
3538,21
3539,84
354,5
3540,7
3541,24
3542,12
3543,48
3544,20
3545,0
3546,14
3547,10
3548,25
3549,53
355,4
3550,12
3551,36
3552,75
3553,7
3554,27
