paper_id,author_id
1206,7097
1207,7058
1207,7059
1207,7072
1209,7855
1210,7726
1210,7852
1211,7843
1212,6949
1212,7719
1212,7814
1213,1251
1215,178
1215,7102
1215,72
1215,7723
1215,7748
1215,7749
1215,7807
1216,6765
1219,7722
1219,7756
122,174
122,7067
122,7871
1220,1185
1223,2026
1223,6947
1223,7757
1225,7059
1225,844
1227,1018
1227,200
1227,2821
1227,291
1227,338
1227,590
1227,7699
1227,7777
1227,792
1227,884
1229,558
1229,7067
1229,7068
1229,9291
1230,7067
1232,7072
1235,1586
1235,309
1236,26
1236,6975
1236,7811
1238,7756
124,99
1240,6765
1242,2260
1243,7059
1243,7759
1243,7827
1244,1698
1244,632
1245,7722
1248,1213
1248,2260
1248,7856
125,2449
125,2713
125,489
125,670
125,7776
1250,7065
1250,7066
1250,7735
1250,7755
1251,792
1253,7756
1254,1221
1254,395
1254,482
1257,1016
1257,1018
1257,2530
1257,485
1258,7721
1258,7722
1258,7735
1258,7756
1260,6962
1260,7825
1261,1019
1261,632
1261,7871
1263,2965
1263,371
1264,6338
1266,7748
127,7731
1270,1567
1270,1568
1271,7827
1275,7748
1277,1019
1277,229
1277,6975
1277,7811
1278,7067
1279,2746
1280,1290
1282,7793
1283,6338
1284,6765
1284,7811
129,6949
129,7719
1292,53
1296,2551
130,320
1301,1446
1301,41
1302,7067
1302,7068
1304,7807
1307,253
1309,6333
1309,7811
131,905
1312,2260
1312,7856
1314,1342
1314,562
1314,792
1315,8996
1316,2321
1316,6338
1316,7811
1318,1019
1318,6338
1319,41
1319,424
1319,748
1319,7777
1321,6952
1321,7777
1322,7074
1322,7806
1324,7811
1326,890
1327,282
1328,140
1328,2484
1328,6700
1328,6952
133,602
1330,7817
1330,7856
1333,7759
1334,7843
1336,172
1336,2260
134,121
134,341
1340,6348
1340,758
1342,140
1342,191
1342,471
1343,6949
1343,7719
1346,632
1346,6952
1347,1485
1347,3266
1347,7720
1347,792
135,399
135,4477
135,6997
135,7871
1350,7815
1352,1961
1353,9291
1354,2352
1358,1567
1358,1568
1358,3266
1358,7720
1358,792
1359,1581
1359,1933
1359,2010
1359,253
1359,473
1359,575
1359,6348
1359,646
1359,708
1359,710
1360,1147
1360,43
1360,6907
1362,1787
1362,325
1362,7068
1363,6487
1364,2647
1365,1578
1365,2300
1365,41
1365,7855
1365,962
1367,2300
1367,6844
1368,2990
1368,43
1369,2260
1369,3986
1369,7856
137,7077
137,9291
1370,1169
1370,191
1370,797
1370,798
1370,799
1372,423
1372,6548
1372,732
1372,7756
1373,7759
1373,7827
1374,2551
1374,386
1374,632
1375,7000
1378,1388
1378,146
1378,26
1378,7013
1378,9291
1380,6338
1380,6546
1380,7070
1381,7811
1382,632
1382,7811
1383,343
1384,21
1384,7068
1384,769
1384,7766
1384,7811
1384,97
1385,1171
1385,7759
1385,7791
1385,7792
1385,7793
1386,7067
1386,9291
1387,7871
1389,1037
1389,1606
1389,448
1389,7871
139,26
139,6
139,7778
1390,1028
1390,1274
1390,7009
1390,7759
1390,7827
1392,6338
1392,7811
1393,7113
1393,7755
1393,7768
1393,7801
1395,7748
1395,7807
1396,7729
1398,1020
1398,124
1398,1670
1398,2989
1398,2990
1398,329
1398,330
1398,53
1398,6338
1398,7005
1398,7765
1398,7871
1402,2260
1402,7811
1402,7856
1403,1670
1404,1441
1404,325
1404,6446
1404,754
1404,964
1405,7065
1405,72
1406,7807
1406,9291
1407,1441
1407,1622
1407,325
1407,6446
1407,754
1407,964
1408,8996
1409,7068
1412,1028
1413,1838
1413,2154
1414,1947
1414,2766
1414,7077
1414,7120
1416,7071
1416,7811
1420,6765
1427,7069
1427,7766
1427,7793
1427,7811
1429,124
1429,140
1429,329
1429,485
1429,53
1430,152
1430,154
1432,7056
1432,7827
1432,7828
1432,7856
1435,1567
1435,1568
1435,3266
1435,7720
1437,4716
1438,9291
1439,2997
1440,7699
1440,7807
1440,7827
1442,1386
1443,7058
1445,6952
1447,1491
1447,9019
1449,6338
1450,6952
1455,672
1456,2989
1456,7005
1457,333
1457,7023
1457,7748
1457,7755
1457,7756
1457,7758
1463,7811
1464,7722
1467,1020
1467,6546
1467,7070
1468,2178
147,1503
147,1543
147,2581
147,27
147,7100
147,722
147,7843
147,7959
1471,2300
1472,2260
1472,7811
1474,174
1474,423
1475,7808
1477,1446
1478,1417
1479,6487
1482,9291
1483,7047
1483,7048
1483,7807
1484,1707
1484,1708
1484,1709
1484,1710
1484,1711
1484,1712
1484,7047
1484,7048
1484,7807
1487,7766
1489,282
1489,7074
1489,7077
1489,7120
1489,7844
1490,2228
1491,7755
1491,7757
1492,7766
1497,1805
1497,7072
1498,9291
1501,709
1502,7072
1503,6338
1504,9291
1506,1217
1506,140
1506,1505
1506,2478
1506,284
1506,293
1506,46
1506,489
1506,53
1506,67
1506,7064
1506,7735
1506,7757
1509,6765
151,7120
151,830
1510,2260
1510,3986
1510,630
1510,7811
1510,7856
1513,7843
1514,2681
1514,333
1515,6348
1515,7808
1516,164
1517,7808
1518,1826
1518,7058
1519,7736
1519,7814
1520,2321
1520,7756
1522,9291
1523,1046
1523,708
1523,710
1523,732
1523,758
1523,7775
1523,976
1528,7744
1531,2449
1531,6765
1531,7067
1531,7068
1531,7069
1535,1020
1535,7072
1536,2997
154,1417
1540,989
1541,7807
1541,7810
1551,792
1552,6487
1553,1559
1553,758
1555,1346
1555,6848
1555,7855
1555,828
1556,739
1556,7811
1557,1083
1557,1346
1557,1572
1557,1573
1557,1574
1557,1576
1557,6848
1557,7833
1557,7855
1557,828
1558,7065
1559,7811
156,9291
1560,1753
1560,1766
1562,1020
1562,7871
1563,7756
1564,2449
1565,1450
1565,558
1565,6446
1567,1167
1567,1450
1569,1028
1569,7009
1569,7059
1569,7856
157,2989
157,7074
157,7075
1570,1028
1571,7058
1571,7744
1571,7756
1571,7757
1572,630
1573,7067
1573,7068
1574,6949
1574,7719
1575,1929
1575,2300
1575,6882
1575,7756
1575,843
1576,558
1577,7756
1578,7009
1579,7009
158,348
1580,2260
1580,6477
1580,6870
1580,7856
1581,7744
1582,6962
1582,7825
1583,1091
1583,1464
1583,2260
1583,6477
1583,6870
1583,6956
1583,7856
1584,168
1584,2352
1584,7113
1584,7757
1585,1020
1585,7815
1586,1573
1586,325
159,7807
1591,7795
1591,9291
1592,6997
1596,6795
1597,3943
1597,6952
1597,9291
1598,7722
1598,7759
1599,6765
16,11
16,2989
16,7778
1601,7058
1601,7059
1601,7788
1601,7816
1601,7817
1602,178
1602,2821
1602,7758
1604,7759
1606,1829
1606,7009
1607,1787
1607,6765
1607,7068
1607,7833
1608,6956
1609,7756
161,1028
161,7113
161,7755
1610,1417
1611,2639
1611,424
1611,880
1612,8996
1615,7756
1617,201
1619,140
1619,191
1619,7807
1619,7811
162,7781
1622,1200
1624,7720
1625,7059
1627,9291
1628,7748
1629,174
1629,2352
1629,7843
163,7066
1632,121
1632,632
1632,7811
1632,843
1632,858
1633,1869
1633,1870
1637,2995
1637,6617
1638,7806
1639,1456
1639,1531
1639,2060
1639,2530
1639,3986
1639,6477
1639,6870
1639,7856
1640,1019
1640,2449
1640,6338
1641,1370
1641,6333
1642,2300
1642,7748
1643,1370
1643,1505
1643,1523
1643,1838
1643,2154
1643,6333
1647,6946
1647,7003
1648,7068
1649,7811
1650,1590
1650,632
1650,7072
1650,7759
1652,7756
1654,7843
1658,2260
1658,3986
1658,630
1658,7856
1659,2449
1659,605
1659,6886
1659,710
1659,758
1660,2149
1660,647
1662,7058
1662,7060
1663,1912
1663,7756
1663,809
1664,2449
1664,253
1664,7067
1664,7068
1665,7067
1665,7068
1665,7811
1665,9291
1666,9291
1670,6949
1670,7719
1674,2260
1674,6487
1674,7759
1674,7856
1675,1568
1675,7720
1676,630
1676,7058
1676,7856
1677,6882
1679,6333
1680,1512
1680,283
1681,7722
1681,7759
1686,8866
1687,7756
1687,852
1688,21
1688,7828
1689,1559
1689,2228
1689,710
1689,758
169,41
169,43
1692,7730
1692,7748
1693,7009
1697,7828
1698,174
1698,2352
1699,7756
17,7959
1700,1028
1702,1018
1702,1512
1702,1894
1702,293
1702,303
1702,46
1702,95
1702,97
1703,630
1703,7759
1703,9291
1704,792
1708,3943
1709,1254
1709,1337
1709,3038
1709,482
1709,6617
1709,7756
171,282
1710,168
1710,7023
1710,7757
1710,7811
1711,1019
1711,1474
1711,1930
1711,709
1712,7058
1712,7756
1713,1573
1713,6765
1713,7068
1715,1004
1715,1404
1715,283
1715,7757
1716,2019
1716,539
1716,6879
1716,6956
1718,1253
1718,1321
1718,1417
1718,205
172,168
172,7023
172,7077
172,7113
172,7120
172,7734
1720,7076
1721,330
1721,395
1721,6338
1721,708
1721,7755
1721,7756
1721,7758
1721,7780
1722,1019
1722,1200
1722,121
1722,1285
1722,1451
1722,1474
1722,1707
1722,1766
1722,2321
1722,253
1722,3051
1722,709
1722,858
1723,7756
1723,7788
1724,1020
1724,632
1725,7855
1726,632
1727,3393
1727,4
1727,7756
1727,947
1729,7748
1729,7758
1729,7811
1730,6925
1730,7843
1734,7801
1734,821
1734,850
1735,7756
1735,852
1737,1173
1737,1321
1737,1331
1737,1355
1737,1417
1737,1559
1737,1560
1737,2449
1737,253
1737,2806
1737,710
1737,7158
1737,758
1737,769
1737,976
1738,7005
174,7066
174,7102
174,7114
174,7723
1743,1091
1743,2989
1743,3986
1743,6477
1743,6870
1745,1174
1745,2149
1745,6617
1749,6970
175,2478
1750,4274
1750,6866
1752,630
1752,7811
1754,1020
1754,1438
1754,632
1754,7759
1754,7811
1754,7871
1755,7759
1758,1870
1758,6937
1759,7699
1759,7807
1760,1089
1760,547
1760,7699
1760,7807
1763,2184
1763,2671
1763,6956
1763,7013
1763,9291
1765,2947
1766,2806
1767,3177
1767,3393
1769,7756
1769,7759
1769,7808
1769,7856
177,7702
1770,7068
1770,7766
1770,7811
1771,2449
1771,732
1771,758
1772,7811
1773,7756
1775,2294
1775,535
1775,6765
1775,7067
1775,7068
1777,7811
1779,140
1779,191
1779,471
1783,4108
1783,630
1783,7067
1783,7068
1783,7759
1784,1004
1784,1543
1784,1545
1784,1761
1784,405
1784,6952
1784,7064
1784,811
1785,6939
1785,6944
1785,6949
1785,7719
1786,6886
1786,7068
1786,7766
1787,1020
1787,2019
1787,6879
1787,7722
1788,7760
1789,1046
1789,1173
1789,1355
1789,605
1789,710
1789,732
1789,769
1791,7759
1792,2260
1793,3986
1793,7076
1793,7856
1793,7857
1793,828
1793,868
1795,2591
1795,2592
1795,4540
1795,6537
1795,7843
1795,7856
1798,2540
18,384
18,7113
1801,2300
1801,7811
1802,2260
1802,575
1802,7058
1802,7756
1805,4680
1806,7759
1807,191
1807,1925
1807,253
1807,293
1807,46
1807,7023
1807,7106
1807,758
1807,7756
1807,7758
1807,95
1809,9291
181,101
181,291
181,330
181,6338
181,90
181,91
1810,7759
1810,7798
1810,7811
1810,7871
1811,1832
1811,206
1814,7756
1815,1904
1815,2321
1816,1697
1816,1698
1816,7919
1817,7065
1817,7066
182,41
182,7075
1821,1167
1821,7759
1822,7756
1822,7825
1823,7756
1824,1346
1824,4
1824,424
1824,575
1824,6907
1824,828
1824,916
1824,941
1825,1200
1825,7759
1827,1516
1827,630
1827,7748
1827,7759
1829,2259
1829,2260
1829,3986
1829,7806
1829,7856
183,7784
183,9291
1830,1449
1830,2105
1830,2230
1830,6947
1830,8164
1831,1019
1831,1312
1831,2449
1831,6700
1831,7766
1833,1019
1833,1285
1833,1766
1834,2997
1835,1503
1835,1904
1835,7759
1837,865
1837,975
1837,976
1839,350
1839,7106
1839,7748
1839,7759
1840,754
1841,7068
1841,7748
1843,2530
1843,625
1843,765
1843,7811
1843,7848
1843,9291
1844,1880
1844,2139
1844,7756
1846,1640
1846,2260
1847,1213
1847,9291
1848,2228
1849,6886
1849,7068
1850,1213
1850,6962
1850,7755
1850,7756
1850,7825
1851,9291
1852,7005
1855,2559
1855,7756
1857,6866
1859,7759
1860,7759
1861,1046
1861,1459
1861,3986
1861,6477
1861,6870
1861,7106
1862,1582
1862,1720
1862,1796
1862,736
1862,7756
1863,6477
1863,6870
1864,1417
1864,1904
1864,1932
1864,1942
1864,7755
1864,7756
1864,7758
1864,947
1865,9291
1868,7756
1869,7756
187,168
187,7023
187,7077
187,7113
187,7120
187,7734
1870,1930
1870,2049
1870,7756
1873,1930
1873,7861
1877,6939
1877,6949
1877,7719
1880,6882
1880,9291
1881,2995
1883,1670
1883,386
1885,1482
1886,2260
1887,736
1887,7756
1888,1019
1888,1020
1888,1269
1888,140
1888,191
1888,471
1888,485
1888,53
1888,632
1888,7067
1888,7068
1888,754
1888,7722
189,7856
1891,1582
1891,1904
1891,575
1891,736
1893,7005
1893,7759
1894,9291
1895,539
1895,6348
1895,646
1896,1213
1897,2568
1898,174
1898,2947
1898,6952
1898,7759
19,239
19,2989
19,320
190,218
1901,7066
1901,7735
1901,7801
1901,852
1903,371
1903,630
1903,7730
1903,7815
1904,229
1904,458
1904,7861
1905,6844
1905,7074
1905,7075
1905,7076
1906,2010
1906,758
1906,7808
1909,6997
191,1547
191,7729
1911,552
1911,558
1911,7068
1911,7766
1913,2300
1913,2540
1913,7758
1914,1028
1916,891
1918,3177
1918,7759
192,404
192,7065
192,7066
1921,7759
1922,7756
1922,9291
1923,7855
1924,6884
1924,7825
1925,6617
1925,7759
1926,1761
1926,1952
1926,6866
1926,7759
1926,7777
1927,7856
1929,1386
1929,1451
1929,2154
1929,2989
1929,3204
1931,1070
1931,6308
1933,2047
1933,26
1933,3028
1933,3481
1933,530
1933,7756
1934,709
1934,7759
1934,7856
1935,1441
1935,1531
1936,2312
1938,2352
1940,2300
1940,7843
1942,7059
1943,6308
1944,7068
1944,7766
1945,1326
1945,2591
1945,2965
1945,4433
1945,457
1945,539
1945,7158
1945,911
1945,9291
1946,2063
1946,2505
1948,2184
1948,2671
1949,121
1949,330
1949,331
1949,368
1949,6338
1949,7756
1951,1099
1951,1100
1951,1592
1951,1904
1951,2055
1951,2141
1951,2225
1951,2321
1951,253
1951,2753
1951,2754
1951,292
1951,350
1951,4
1951,552
1951,6348
1951,646
1951,6548
1951,7759
1953,7067
1953,7068
1954,7843
1956,1254
1956,6617
1956,7748
1957,1839
1958,6882
1958,7756
1960,7065
1960,7699
1961,1201
1961,1449
1961,1616
1961,2026
1961,6947
1963,2228
1964,7755
1964,7756
1964,7757
1965,2083
1965,865
1965,9291
1968,1386
1968,1930
197,602
197,7711
197,99
1970,1028
1970,1632
1970,2321
1970,485
1970,562
1970,769
1971,97
1972,2329
1972,630
1972,7856
1974,1020
1974,1189
1974,2260
1974,3986
1974,7759
1975,2391
1976,7756
1977,3048
1977,6849
1977,8447
1978,3393
1979,1431
1979,1865
1979,865
198,7699
1980,7777
1983,2965
1983,632
1983,6765
1984,1312
1984,1837
1984,2040
1984,2940
1984,343
1984,5579
1984,5646
1984,710
1984,758
1984,759
1984,9019
1984,9291
1988,7811
1989,9291
199,6338
199,9291
1990,1795
1992,1181
1992,6962
1994,791
1995,1091
1995,6848
1996,7759
1996,780
1997,2352
1997,2353
1997,2354
1997,2356
1998,2084
1998,2671
1998,539
200,40
2000,1547
2000,2301
2000,325
2000,326
2000,753
2001,1925
2002,2063
2002,2505
2003,539
2005,140
2005,1482
2005,1505
2005,1616
2005,191
2005,2094
2005,2095
2005,2947
2005,3613
2005,4
2005,678
2005,6952
2005,8866
2007,1020
2007,1410
2007,1543
2007,1720
2007,1866
2007,575
2007,6882
2007,7005
2007,7759
2008,7759
2008,8403
2008,9291
2010,1795
2010,2108
2011,891
2013,1863
2013,2026
2013,7003
2013,7843
2014,2224
2014,7843
2017,9291
2018,2458
2018,3131
2019,1173
2019,1263
2019,2076
2019,2077
2019,2078
2019,2124
202,3058
2020,1167
2020,6338
2020,6910
2021,692
2022,2260
2022,459
2022,7756
2022,7788
2023,1648
2023,2357
2023,3188
2023,7058
2023,710
2024,485
2024,7756
2026,6530
2026,7067
2026,7068
2026,7811
2027,1221
2028,1993
2028,1994
2028,216
2028,2220
2028,485
2028,769
2029,1582
2029,2063
2029,485
2029,562
2029,736
2029,769
2029,7788
2029,9291
203,1640
203,7704
203,7747
203,8868
2030,7756
2030,7759
2030,7825
2031,7811
2031,7856
2032,625
2032,7756
2034,7699
2034,896
2036,6338
2037,7756
2037,7758
2037,7759
2038,282
204,279
2040,205
2041,139
2041,2245
2041,5302
2041,7158
2041,7496
2042,1523
2042,2245
2042,2965
2042,6537
2042,7158
2043,1629
2043,1630
2043,3250
2043,558
2043,585
2043,6446
2044,2559
2044,7722
2044,7756
2045,6907
2045,7855
2046,54
2046,770
2048,1975
2049,6487
2049,865
2049,992
205,190
205,7803
2050,1592
2050,865
2050,976
2051,1173
2051,1355
2051,1410
2051,1559
2051,1888
2051,1889
2051,1901
2051,6882
2051,710
2051,758
2052,6348
2052,6886
2052,7067
2052,7068
2053,1331
2053,6348
2053,646
2053,6886
2053,7068
2053,7759
2055,1254
2055,6617
2056,7828
2056,7856
2057,7843
2058,1173
2058,1355
2058,140
2058,1880
2058,191
2058,1912
2058,471
2058,7005
2058,732
2058,7755
2058,7756
2058,7757
2058,7758
2058,7759
2059,7000
2059,9291
206,7720
2060,1080
2060,1523
2060,1936
2060,282
2060,6925
2061,205
2061,2240
2061,4090
2061,4092
2061,6600
2061,8662
2064,2228
2065,1630
2068,122
2068,182
2068,489
2069,6338
2069,7843
2070,6338
2070,6910
2071,8134
2072,7756
2072,9291
2073,1975
2073,632
2073,6886
2073,7811
2074,5200
2074,6975
2075,3943
2077,330
2077,530
2077,6308
2077,6338
2077,95
2078,1464
2078,1539
2078,2220
2078,2260
2078,3986
2078,6477
2078,6870
2078,863
2078,969
2079,7067
2079,7068
208,9291
2080,4104
2080,7067
2080,7068
2080,753
2080,7767
2081,7811
2082,1020
2082,632
2082,6546
2082,7005
2082,7070
2082,8833
2083,485
2083,562
2083,769
2083,7756
2083,9291
2084,2300
2085,2260
2085,6477
2085,6870
2085,7756
2086,3073
209,7702
2090,1200
2091,1046
2091,710
2091,732
2091,758
2091,976
2092,1285
2092,6338
2092,6910
2092,6961
2094,1722
2094,2206
2095,7807
2097,1666
2097,1714
2097,1796
2097,7856
2098,2260
2098,2508
2098,7759
2098,969
2099,3986
2099,863
2100,3323
2101,1814
2101,2311
2101,2449
2101,6765
2102,1020
2102,7005
2102,7072
2102,755
2103,1975
2104,1398
2104,3393
2104,7759
2105,2049
2106,2629
2106,8131
2107,6866
2108,7013
2109,7756
211,309
211,415
2111,1905
2112,7856
2114,7748
2117,1115
2117,1144
2118,1312
2118,2449
2118,3943
2118,6765
2119,7748
2121,7759
2123,7756
2123,7856
2124,2691
2125,1523
2125,1748
2125,2187
2127,1853
2127,2063
2127,2505
2127,2564
2127,6910
2128,6882
2128,7756
2128,7759
2128,7825
2129,1265
213,146
213,7777
2131,2224
2131,2321
2131,253
2131,7722
2131,7759
2132,3034
2132,7756
2133,1019
2133,1451
2133,1796
2133,205
2133,2114
2133,2192
2133,2193
2133,2321
2133,253
2133,7013
2134,1023
2134,1853
2134,6886
2134,6910
2135,1196
2135,1523
2135,1926
2135,330
2135,6338
2135,6630
2136,1559
2136,1582
2136,1901
2136,2049
2136,485
2136,562
2136,575
2136,6348
2136,646
2136,736
2136,769
2137,1020
2137,7005
2138,1101
2139,6487
2139,708
2139,975
2143,7067
2143,7068
2143,7766
2144,1251
2144,1253
2144,1388
2144,1962
2144,2220
2144,2230
2144,2245
2144,2629
2144,3986
2144,54
2144,7005
2144,7775
2144,863
2146,7158
2148,7058
2148,7756
2149,21
2149,6886
215,8101
215,9291
2150,1254
2150,6617
2151,9291
2152,2069
2152,2365
2152,2391
2152,2813
2152,7811
2153,6308
2156,6962
2156,7756
2156,7759
2156,7825
2158,4123
2159,1582
2159,1796
2159,2063
2159,253
2159,2559
2159,327
2159,710
2159,736
2159,976
2160,1019
2160,7843
2162,6879
2163,7744
2163,7756
2164,6314
2164,6338
2164,6910
2165,7811
2166,2402
2166,6548
2166,7058
2166,9291
2168,1028
2168,1795
2168,844
217,7077
217,7120
2173,1020
2173,1221
2173,1337
2173,1410
2173,1539
2173,1907
2173,2143
2173,2995
2173,324
2173,562
2173,6348
2173,646
2173,6882
2173,709
2173,7758
2173,858
2173,9291
2175,7759
2177,632
2177,7871
2179,1582
2179,1630
2179,2063
2179,253
2179,736
218,8773
2180,1925
2180,200
2180,6546
2180,7005
2180,7070
2180,7871
2181,1370
2181,1505
2181,1846
2181,1926
2181,2028
2181,2290
2181,2291
2181,330
2181,6333
2181,6338
2182,1183
2182,1285
2182,1388
2182,1909
2182,1965
2182,2118
2182,2124
2182,2125
2182,2659
2182,2947
2182,6620
2182,6980
2182,6981
2183,5325
2183,7005
2184,1074
2184,1162
2184,1531
2184,1643
2184,1761
2184,1835
2184,3028
2184,54
2185,1221
2187,6338
2189,6854
2189,6949
2189,7719
2190,2288
2190,2289
2190,630
2190,6847
2190,6848
2190,6849
2190,7074
2190,7806
2192,7068
2193,1707
2193,6548
2193,7756
2193,8657
2194,7759
2195,6338
2198,7756
2199,1019
2199,1285
2199,1766
2199,1865
2199,1930
2199,865
22,7077
22,7120
2200,1163
2201,7058
2201,7815
2202,1173
2202,1331
2202,1355
2202,1560
2202,1582
2202,2063
2202,2245
2202,2806
2202,327
2202,4233
2202,710
2202,736
2203,140
2203,191
2203,471
2203,7058
2203,7811
2204,1640
2204,2040
2205,1582
2205,2063
2205,2391
2205,253
2205,327
2205,732
2205,736
2206,6866
2208,7068
2209,6949
2209,7719
221,7699
2210,1539
2210,7807
2211,681
2212,6546
2213,1037
2213,124
2213,326
2213,329
2213,485
2213,53
2213,562
2213,6415
2213,6836
2214,1630
2214,2127
2214,865
2214,9291
2215,6487
2216,7158
2217,7744
2219,1975
2219,632
2219,6530
2219,9291
222,527
222,7065
222,7066
2220,2598
2221,710
2221,7756
2221,976
2222,6962
2222,7756
2222,7825
2223,1630
2223,1865
2223,2199
2223,2202
2226,2300
2227,1836
2227,7722
2228,1814
2228,2592
2228,343
2231,1680
2232,2146
2232,2147
2233,6907
2235,206
2235,736
2235,887
2236,2091
2236,7768
2236,7769
2236,7771
2237,9291
2238,1456
2238,6949
2238,7719
2239,7759
2240,1386
2240,1474
2240,1907
2240,4
2240,562
2240,7072
2240,709
2240,755
2241,1265
2241,2712
2245,1020
2245,1152
2245,54
2245,632
2245,7015
2245,849
2246,1020
2246,1670
2248,2449
2248,3295
2248,6967
2248,7775
225,792
2250,1398
2250,2268
2251,7068
2251,7811
2252,7759
2253,2132
2256,2523
2256,7788
2257,2114
2257,7756
2259,1143
2259,2439
2259,3747
2259,386
2259,473
2259,748
2260,1531
2260,2187
2260,2258
2260,6997
2260,8996
2261,1560
2261,1785
2261,6353
2261,7756
2261,976
2262,3454
2262,4413
2262,6879
2263,1523
2263,9019
2264,1378
2264,177
2264,1865
2264,302
2264,424
2264,865
2267,2228
2269,7058
227,9291
2270,1258
2270,7811
2270,844
2271,7759
2272,2712
2272,6548
2272,809
2273,1582
2273,253
2273,2559
2273,26
2273,6953
2273,7375
2274,1410
2274,6348
2274,646
2274,6882
2274,7759
2276,200
2276,7005
2276,7871
2277,1388
2277,1753
2277,6940
2277,7719
2278,1243
2278,2645
2278,7748
2279,1253
2279,1321
2279,2223
2279,2245
2279,710
2279,769
228,131
2280,2260
2280,6477
2280,6870
2280,7756
2280,7825
2281,1081
2281,124
2281,1285
2281,1450
2281,1630
2281,2231
2281,2232
2281,3110
2281,329
2281,4062
2281,558
2282,6314
2282,6338
2282,7843
2288,755
2289,200
2289,2268
2289,6477
2289,6870
2291,1301
2291,1417
2291,1640
2291,205
2291,2238
2291,4442
2291,6674
2291,7013
2291,969
2292,2224
2293,6338
2293,7843
2294,2268
2294,9291
2295,191
2295,330
2295,6338
2295,7113
2295,7756
2295,7757
2295,95
2296,1320
2298,1814
23,9291
2300,7756
2303,6956
2303,6957
2304,485
2304,562
2304,7067
2304,7068
2304,769
2304,7759
2306,1019
2306,1167
2306,1188
2306,1201
2306,1616
2306,2114
2306,6887
2307,7857
2309,7072
2309,736
2309,755
2311,6848
2311,7806
2312,2218
2312,7058
2313,6617
2314,2149
2314,6455
2316,2063
2316,736
2316,969
2317,1196
2317,1559
2317,1666
2317,1796
2317,1930
2317,2713
2317,710
2317,758
2318,618
2318,7058
2318,7828
2319,1331
2319,1464
2319,1814
2319,2246
2319,2627
2319,2636
2319,3250
2319,343
2319,3986
2319,539
2319,6415
2319,6477
2319,6537
2319,6836
2319,6870
2319,6967
2319,7005
2319,757
2319,863
232,9291
2320,1720
2320,2257
2320,7065
2320,7066
2321,7058
